"","game_type","team","name","season","date","toi","svH","svM","svL","saH","saM","saL","G.H","G.M","G.L","la.svH","la.svM","la.svL","lgsaa","mgsaa","hgsaa","adjgsaa60","adjgsaa","game_number"
"22","playoff_game","EDM","Dwayne.Roloson","20052006",2006-04-23,42.2,0.0075,0.01,0.01,3,7,10,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.34849069885048,0.607503716184211,-0.236148087202651,1.02347819123039,0.71984632783204,2
"23","playoff_game","OTT","Ray.Emery","20052006",2006-04-23,43.2,0.006667,0.009091,0.01,6,12,13,2,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.453037908505624,0.0414349420300759,-0.472296174405302,0.0308009390699969,0.0221766761303978,2
"24","playoff_game","T.B","John.Grahame","20052006",2006-04-23,43,0.008,0.008333,0.01,6,7,6,1,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.209094419310288,-0.392496283815789,0.527703825594698,0.480421341054693,0.344301961089197,2
"25","playoff_game","DET","Manny.Legace","20052006",2006-04-23,42.2,0.005,0.01,0.01,2,4,7,2,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,0.347144980676692,-1.49076539146843,-1.2791614999001,-0.899676921596406,2
"26","playoff_game","CGY","Miikka.Kiprusoff","20052006",2006-04-23,26.2,0.003333,0.005,NA,3,3,0,2,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0,-0.739641264492481,-1.23614808720265,-4.52470843899648,-1.97578935169513,2
"27","playoff_game","BUF","Martin.Biron","20052006",2006-04-24,0.2,NA,NA,NA,0,0,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0,0,0,0,1
"28","playoff_game","MTL","David.Aebischer","20052006",2006-04-24,0.2,NA,NA,NA,0,0,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0,0,0,0,1
"29","playoff_game","MTL","Cristobal.Huet","20052006",2006-04-24,49.3,0.008,0.01,0.01,4,5,13,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.453037908505624,0.433931225845865,0.018469217063132,1.10195336886161,0.905438351414621,2
"30","playoff_game","NYR","Kevin.Weekes","20052006",2006-04-24,35.1,0.01,0.008333,0.01,3,7,7,0,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,-0.392496283815789,0.763851912797349,1.05179336440495,0.615299118176896,1
"31","playoff_game","N.J","Martin.Brodeur","20052006",2006-04-24,35.1,0.006667,0.01,0.01,2,4,6,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.209094419310288,0.347144980676692,-0.490765391468434,0.111921382082984,0.0654740085185459,2
"32","playoff_game","BUF","Ryan.Miller","20052006",2006-04-24,26.3,0.008333,0.01,0.0075,5,4,5,1,0,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.82575465057476,0.347144980676692,0.273086521328915,-0.468874103199589,-0.205523148569153,2
"33","playoff_game","CAR","Cam.Ward","20052006",2006-04-24,41.8,0.008333,0.006667,0.01,9,8,3,1,2,0,0.745382695734217,0.913213754830827,0.965150930114952,0.104547209655144,-1.30571003864662,1.29155573839205,0.129750587656328,0.0903929094005749,1
"34","playoff_game","COL","Jose.Theodore","20052006",2006-04-24,35,0.003333,0.01,0.01,1,3,4,2,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.139396279540192,0.260358735507519,-1.74538269573422,-2.3067903097483,-1.34562768068651,2
"35","playoff_game","PHI","Antero.Niittymaki","20052006",2006-04-24,18.3,0.006,0.01,0.01,3,1,4,2,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.139396279540192,0.086786245169173,-1.23614808720265,-3.31136249997799,-1.00996556249329,1
"36","playoff_game","CAR","Martin.Gerber","20052006",2006-04-24,7.6,0.005,0.005,0.01,3,3,5,1,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.17424534942524,-0.739641264492481,-0.236148087202651,-6.32797896528862,-0.801544002269892,2
"37","playoff_game","DAL","Marty.Turco","20052006",2006-04-24,35,0.0025,0.01,0.01,1,1,3,3,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.104547209655144,0.086786245169173,-2.74538269573422,-4.37837012727411,-2.5540492409099,2
"38","playoff_game","PHI","Robert.Esche","20052006",2006-04-24,8.2,0.005,0.005,0.005,3,3,3,1,1,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.895452790344856,-0.739641264492481,-0.236148087202651,-13.6920156734633,-1.87124214203999,2
"39","playoff_game","EDM","Jussi.Markkanen","20052006",2006-04-25,0.4,NA,NA,NA,0,0,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0,0,0,0,1
"40","playoff_game","S.J","Vesa.Toskala","20052006",2006-04-25,33.2,0.01,0.01,0.01,4,3,3,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.104547209655144,0.260358735507519,1.01846921706313,2.50007559438397,1.3833751622258,3
"41","playoff_game","CGY","Miikka.Kiprusoff","20052006",2006-04-25,29.6,NA,0.01,0.01,0,5,4,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.139396279540192,0.433931225845865,0,1.16215034875552,0.573327505386057,3
"42","playoff_game","EDM","Dwayne.Roloson","20052006",2006-04-25,50.8,0.01,0.00875,0.01,10,9,8,0,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.278792559080384,-0.218923793477443,2.54617304265783,3.07800213574107,2.60604180826077,3
"43","playoff_game","OTT","Ray.Emery","20052006",2006-04-25,27,0.008,0.01,0.01,4,5,5,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.17424534942524,0.433931225845865,0.018469217063132,1.39254620518719,0.626645792334237,3
"44","playoff_game","NSH","Chris.Mason","20052006",2006-04-25,33.2,0.008333,0.008889,0.0075,7,10,5,1,1,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.82575465057476,-0.13213754830827,0.782321129860481,-0.317297112691354,-0.175571069022549,3
"45","playoff_game","ANA","Jean-Sebastien.Giguere","20052006",2006-04-25,29.6,0.005,0.005,0.01,3,3,8,1,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.278792559080384,-0.739641264492481,-0.236148087202651,-1.41283133638125,-0.696996792614748,2
"46","playoff_game","DET","Manny.Legace","20052006",2006-04-25,51.2,0.0075,0.01,0.008571,6,2,8,2,0,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.721207440919616,0.173572490338346,-0.472296174405302,-1.19523178709364,-1.01993112498657,3
"47","playoff_game","T.B","John.Grahame","20052006",2006-04-25,16.1,0.005,0.005,0.01,5,6,4,1,2,0,0.745382695734217,0.913213754830827,0.965150930114952,0.139396279540192,-1.47928252898496,0.273086521328915,-3.97565116068021,-1.06679972811586,3
"48","playoff_game","T.B","Sean.Burke","20052006",2006-04-25,10.9,0,0.01,0.01,0,1,1,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.034849069885048,0.086786245169173,-1,-4.83503496300429,-0.878364684945779,2
"49","playoff_game","DAL","Johan.Hedberg","20052006",2006-04-26,0.3,NA,NA,NA,0,0,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0,0,0,0,2
"50","playoff_game","N.J","Martin.Brodeur","20052006",2006-04-26,47.7,0.01,0.01,0.01,2,3,12,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.418188838620576,0.260358735507519,0.509234608531566,1.49406563856561,1.18778218265966,3
"51","playoff_game","BUF","Ryan.Miller","20052006",2006-04-26,32,0.01,0.008571,0.01,3,8,7,0,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,-0.305710038646616,0.763851912797349,1.31641005627388,0.702085363346069,3
"52","playoff_game","COL","Jose.Theodore","20052006",2006-04-26,31.5,0.005,0.01,0.01,1,4,4,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.139396279540192,0.347144980676692,-0.745382695734217,-0.493031305747301,-0.258841435517333,3
"53","playoff_game","PHI","Robert.Esche","20052006",2006-04-26,32,0.008,0.01,0.008571,4,2,8,1,0,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.721207440919616,0.173572490338346,0.018469217063132,-0.992185750346509,-0.529165733518138,3
"54","playoff_game","NYR","Henrik.Lundqvist","20052006",2006-04-26,47.7,0.003333,0.008333,0.01,3,7,7,2,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,-0.392496283815789,-1.23614808720265,-1.74176211550076,-1.3847008818231,2
"55","playoff_game","DAL","Marty.Turco","20052006",2006-04-26,31.1,0.005,0.01,0.005,1,2,3,1,0,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.895452790344856,0.173572490338346,-0.745382695734217,-2.830732467667,-1.46726299574073,3
"56","playoff_game","DET","Manny.Legace","20052006",2006-04-27,23.6,0.01,0.01,0.01,3,1,2,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.069698139770096,0.086786245169173,0.763851912797349,2.3398380450931,0.920336297736618,4
"57","playoff_game","EDM","Dwayne.Roloson","20052006",2006-04-27,23.6,0.01,0.008,0.01,3,6,7,0,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,-0.479282528984962,0.763851912797349,1.34367679578235,0.528512873007723,4
"58","playoff_game","OTT","Ray.Emery","20052006",2006-04-27,39.9,0.00875,0.009,0.01,9,11,7,1,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,-0.0453513031390971,1.29155573839205,2.24082394653878,1.49014792444829,4
"59","playoff_game","CGY","Miikka.Kiprusoff","20052006",2006-04-27,32.5,0.00875,0.01,0.0075,7,4,5,1,0,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.82575465057476,0.347144980676692,0.782321129860481,0.560698079930609,0.303711459962413,4
"60","playoff_game","ANA","Jean-Sebastien.Giguere","20052006",2006-04-27,32.5,0.0075,0.008,0.01,5,6,3,1,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.104547209655144,-0.479282528984962,0.273086521328915,-0.187659319386283,-0.101648798000903,3
"61","playoff_game","T.B","Sean.Burke","20052006",2006-04-27,12.3,0.005,0.01,0.01,1,1,3,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.104547209655144,0.086786245169173,-0.745382695734217,-2.70267922395073,-0.5540492409099,3
"62","playoff_game","S.J","Vesa.Toskala","20052006",2006-04-27,34.8,0.008,0.006667,0.01,8,8,5,1,2,0,0.745382695734217,0.913213754830827,0.965150930114952,0.17424534942524,-1.30571003864662,1.03693843412626,-0.162976301888125,-0.0945262550951123,4
"63","playoff_game","NSH","Chris.Mason","20052006",2006-04-27,34.8,0.008333,0.005,0.008571,7,3,8,1,1,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.721207440919616,-0.739641264492481,0.782321129860481,-1.16987513026141,-0.678527575551616,4
"64","playoff_game","T.B","John.Grahame","20052006",2006-04-27,27.6,0.0075,0.005,0.01,7,6,3,1,2,0,0.745382695734217,0.913213754830827,0.965150930114952,0.104547209655144,-1.47928252898496,0.782321129860481,-1.28785693362899,-0.592414189469337,4
"65","playoff_game","PHI","Antero.Niittymaki","20052006",2006-04-28,0.3,NA,NA,NA,0,0,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0,0,0,0,2
"66","playoff_game","PHI","Robert.Esche","20052006",2006-04-28,39.2,0.008,0.01,0.01,4,4,9,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.313641628965432,0.347144980676692,0.018469217063132,1.03967728577335,0.679255826705256,4
"67","playoff_game","DAL","Marty.Turco","20052006",2006-04-28,32.8,0.008333,0.01,0.01,5,5,3,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.104547209655144,0.433931225845865,0.273086521328915,1.48457004298157,0.811564956829924,4
"68","playoff_game","COL","Jose.Theodore","20052006",2006-04-28,32.8,0.0075,0.01,0.009091,3,4,12,1,0,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.581811161379424,0.347144980676692,-0.236148087202651,-0.861245612022042,-0.470814267905383,4
"69","playoff_game","BUF","Ryan.Miller","20052006",2006-04-28,39.5,0.0075,0.008,0.009,7,12,11,1,2,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.616660231264472,-0.958565057969924,0.782321129860481,-1.20441138132747,-0.792904159373915,4
"70","playoff_game","CGY","Miikka.Kiprusoff","20052006",2006-04-29,36,0.01,0.01,0.01,5,5,6,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.209094419310288,0.433931225845865,1.27308652132891,3.19352027747511,1.91611216648507,5
"71","playoff_game","ANA","Ilya.Bryzgalov","20052006",2006-04-29,26.5,0.01,0.01,0.01,7,2,5,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.17424534942524,0.173572490338346,1.78232112986048,4.8229561576394,2.13013896962407,2
"72","playoff_game","EDM","Dwayne.Roloson","20052006",2006-04-29,42.2,0.008571,0.01,0.01,6,7,9,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.313641628965432,0.607503716184211,0.527703825594698,2.05997512428105,1.44884917074434,5
"73","playoff_game","N.J","Martin.Brodeur","20052006",2006-04-29,36.5,0.008333,0.01,0.01,5,4,7,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,0.347144980676692,0.273086521328915,1.42056162937141,0.864174991200943,4
"74","playoff_game","NYR","Henrik.Lundqvist","20052006",2006-04-29,36.5,0.005,0.01,0.01,1,5,7,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,0.433931225845865,-0.745382695734217,-0.110972023057013,-0.0675079806930161,3
"75","playoff_game","T.B","Sean.Burke","20052006",2006-04-29,38.8,0.008889,0.01,0.009,8,7,11,1,0,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.616660231264472,0.607503716184211,1.03693843412626,1.58935348306083,1.027781919046,4
"76","playoff_game","DET","Manny.Legace","20052006",2006-04-29,42.2,0.006667,0.01,0.01,2,5,4,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.139396279540192,0.433931225845865,-0.490765391468434,0.117386891826004,0.0825621139176229,5
"77","playoff_game","OTT","Ray.Emery","20052006",2006-04-29,38.8,0.006,0.01,0.01,3,5,9,2,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.313641628965432,0.433931225845865,-1.23614808720265,-0.755528709883537,-0.488575232391354,5
"78","playoff_game","ANA","Jean-Sebastien.Giguere","20052006",2006-04-29,9.5,0,NA,0.01,0,0,1,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.034849069885048,0,-1,-6.09569008493654,-0.965150930114952,4
"79","playoff_game","DAL","Johan.Hedberg","20052006",2006-04-30,0.1,NA,NA,NA,0,0,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0,0,0,0,3
"80","playoff_game","MTL","David.Aebischer","20052006",2006-04-30,0.3,NA,NA,NA,0,0,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0,0,0,0,2
"81","playoff_game","S.J","Vesa.Toskala","20052006",2006-04-30,37.8,0.01,0.01,0.01,4,5,12,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.418188838620576,0.433931225845865,1.01846921706313,2.96918933576123,1.87058928152957,5
"82","playoff_game","BUF","Ryan.Miller","20052006",2006-04-30,41.8,0.01,0.01,0.01,7,3,10,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.34849069885048,0.260358735507519,1.78232112986048,3.43230224528968,2.39117056421848,5
"83","playoff_game","NSH","Chris.Mason","20052006",2006-04-30,37.8,0.01,0.01,0.01,6,6,6,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.209094419310288,0.520717471015038,1.5277038255947,3.58335827923813,2.25751571592002,5
"84","playoff_game","MTL","Cristobal.Huet","20052006",2006-04-30,41,0.01,0.01,0.01,9,8,4,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.139396279540192,0.694289961353384,2.29155573839205,4.57352484773506,3.12524197928562,3
"85","playoff_game","COL","Jose.Theodore","20052006",2006-04-30,50.3,0.006667,0.01,0.01,2,13,15,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.52273604827572,1.12822118719925,-0.490765391468434,1.3839266528905,1.16019184400653,5
"86","playoff_game","PHI","Robert.Esche","20052006",2006-04-30,41.8,0.00875,0.01,0.01,7,6,12,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.418188838620576,0.520717471015038,0.782321129860481,2.47066139640588,1.72122743949609,5
"87","playoff_game","CAR","Cam.Ward","20052006",2006-04-30,41.3,0.01,0.01,0.00875,6,9,9,0,0,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.686358371034568,0.781076206522557,1.5277038255947,2.35702904757775,1.62242166108269,2
"88","playoff_game","DAL","Marty.Turco","20052006",2006-04-30,50.1,0.006,0.01,0.01,3,4,6,2,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.209094419310288,0.347144980676692,-1.23614808720265,-0.814261900857091,-0.679908687215671,5
"89","playoff_game","CGY","Miikka.Kiprusoff","20052006",2006-05-01,37.1,0.01,0.008571,0.01,7,8,7,0,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,-0.305710038646616,1.78232112986048,2.78256805457014,1.7205545804092,6
"90","playoff_game","ANA","Ilya.Bryzgalov","20052006",2006-05-01,37.1,0.008571,0.01,0.01,6,2,8,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.278792559080384,0.173572490338346,0.527703825594698,1.58501704853924,0.980068875013428,3
"91","playoff_game","EDM","Dwayne.Roloson","20052006",2006-05-01,43.9,0.006,0.01,0.01,3,10,10,2,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.34849069885048,0.86786245169173,-1.23614808720265,-0.0270545831349992,-0.0197949366604411,6
"92","playoff_game","DET","Manny.Legace","20052006",2006-05-01,43.9,0.0075,0.01,0.01,6,2,7,2,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,0.173572490338346,-0.472296174405302,-0.0748704257926471,-0.0547801948716201,6
"93","playoff_game","BUF","Martin.Biron","20052006",2006-05-02,0.3,NA,NA,NA,0,0,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0,0,0,0,2
"94","playoff_game","BUF","Ryan.Miller","20052006",2006-05-02,40.6,0.01,0.008333,0.01,3,7,7,0,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.243943489195336,-0.392496283815789,0.763851912797349,0.909309041640733,0.615299118176896,6
"95","playoff_game","PHI","Antero.Niittymaki","20052006",2006-05-02,22.7,0.006667,0.01,0.01,2,1,4,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.139396279540192,0.086786245169173,-0.490765391468434,-0.699337973812517,-0.264582866759069,3
"96","playoff_game","PHI","Robert.Esche","20052006",2006-05-02,18.3,0.006,0.006667,0.006667,7,8,4,2,2,1,0.745382695734217,0.913213754830827,0.965150930114952,-0.860603720459808,-1.30571003864662,-0.217678870139519,-7.81636927621621,-2.38399262924594,6
"97","playoff_game","ANA","Jean-Sebastien.Giguere","20052006",2006-05-03,0.1,NA,NA,NA,0,0,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0,0,0,0,5
"98","playoff_game","ANA","Ilya.Bryzgalov","20052006",2006-05-03,40,0.01,0.01,0.01,5,4,6,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.209094419310288,0.347144980676692,1.27308652132891,2.74398888197384,1.82932592131589,4
"99","playoff_game","CGY","Miikka.Kiprusoff","20052006",2006-05-03,40.1,0.01,0.008182,0.01,6,13,8,0,2,0,0.745382695734217,0.913213754830827,0.965150930114952,0.278792559080384,-0.871778812800751,1.5277038255947,1.39857990804139,0.934717571874331,7
"100","playoff_game","BUF","Martin.Biron","20052006",2006-05-05,0.1,NA,NA,NA,0,0,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0,0,0,0,3
"101","playoff_game","ANA","Ilya.Bryzgalov","20052006",2006-05-05,38.8,0.01,0.01,0.01,6,7,11,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.383339768735528,0.607503716184211,1.5277038255947,3.89466078945531,2.51854731051444,5
"102","playoff_game","BUF","Ryan.Miller","20052006",2006-05-05,33.8,0.007778,0.01,0.01,7,9,5,2,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.17424534942524,0.781076206522557,-0.217678870139519,1.3094248860502,0.737642685808278,7
"103","playoff_game","COL","Jose.Theodore","20052006",2006-05-05,38.8,0.005714,0.0075,0.01,6,5,8,3,1,0,0.745382695734217,0.913213754830827,0.965150930114952,0.278792559080384,-0.566068774154135,-1.4722961744053,-2.72098823115318,-1.75957238947905,6
"104","playoff_game","OTT","Ray.Emery","20052006",2006-05-05,34,0,0.01,0.01,0,3,4,2,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.139396279540192,0.260358735507519,-2,-2.8239617381511,-1.60024498495229,6
"105","playoff_game","CAR","Cam.Ward","20052006",2006-05-06,36.5,0.01,0.01,0.01,5,4,5,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.17424534942524,0.347144980676692,1.27308652132891,2.94982496125619,1.79447685143085,3
"106","playoff_game","N.J","Scott.Clemmensen","20052006",2006-05-06,3,0.01,0.01,NA,1,1,0,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0,0.086786245169173,0.254617304265783,6.82807098869912,0.341403549434956,1
"107","playoff_game","N.J","Martin.Brodeur","20052006",2006-05-06,33.6,0.00875,0.01,0.01,7,3,5,1,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.17424534942524,0.260358735507519,0.782321129860481,2.17308074070221,1.21692521479324,5
"108","playoff_game","S.J","Vesa.Toskala","20052006",2006-05-07,39.1,0.01,0.01,0.01,1,3,3,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.104547209655144,0.260358735507519,0.254617304265783,0.950675063061554,0.619523249428446,6
"109","playoff_game","ANA","Ilya.Bryzgalov","20052006",2006-05-07,35.7,0.01,0.01,0.01,2,4,4,0,0,0,0.745382695734217,0.913213754830827,0.965150930114952,0.139396279540192,0.347144980676692,0.509234608531566,1.67357288865286,0.99577586874845,6
