"","game_type","Team","Name","season","Date","TOI","svH","svM","svL","saH","saM","saL","G.H","G.M","G.L","la.svH","la.svM","la.svL","lgsaa","mgsaa","hgsaa","adjgsaa60","adjgsaa","Game.Number"
"565","playoff_game","NYR","Henrik.Lundqvist","20082009",2009-04-15,39.9,0.8333,1,1,5,9,9,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.247526359059888,0.716683690795221,-0.00759444465226489,1.43851970707195,0.956615605202844,24
"566","playoff_game","N.J","Martin.Brodeur","20082009",2009-04-15,49.3,0.8333,1,1,5,4,9,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.247526359059888,0.318526084797876,-0.00759444465226489,0.679664907755171,0.558457999205499,26
"567","playoff_game","PHI","Martin.Biron","20082009",2009-04-15,42.9,0.75,1,0.9333,6,4,15,2,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.587456068233521,0.318526084797876,-0.809113333582718,-1.50775289093477,-1.07804331701836,23
"568","playoff_game","WSH","Jose.Theodore","20082009",2009-04-15,39.9,0,1,1,0,9,3,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.0825087863532958,0.716683690795221,-2,-1.80572559827291,-1.20080752285148,20
"569","playoff_game","CAR","Cam.Ward","20082009",2009-04-15,49.3,0.8333,0.875,0.8,6,8,10,1,1,2,0.801518888930453,0.920368478800531,0.972497071215568,-1.72497071215568,-0.362947830404248,0.190886666417282,-2.30876090402756,-1.89703187614265,21
"570","playoff_game","ANA","Jonas.Hiller","20082009",2009-04-16,40.9,1,1,1,7,5,8,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.220023430275456,0.398157605997345,1.38936777748683,2.94505938448845,2.00754881375963,1
"571","playoff_game","MTL","Carey.Price","20082009",2009-04-16,48.2,0.7143,1,1,5,10,14,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.385041002982047,0.79631521199469,-1.00759444465226,0.216300958910132,0.173761770324473,12
"572","playoff_game","DET","Chris.Osgood","20082009",2009-04-16,46.4,0.6667,1,1,2,5,4,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.110011715137728,0.398157605997345,-0.603037777860906,-0.122674728524784,-0.094868456725833,29
"573","playoff_game","S.J","Evgeni.Nabokov","20082009",2009-04-16,40.9,1,0.8,1,5,5,3,0,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.0825087863532958,-0.601842394002655,0.992405555347735,0.693993077308131,0.473071947698376,27
"574","playoff_game","BOS","Tim.Thomas","20082009",2009-04-16,48.2,0.875,1,0.9091,7,2,11,1,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.697467783371249,0.159263042398938,0.389367777486829,-0.185274228405164,-0.148836963485481,8
"575","playoff_game","CHI","Nikolai.Khabibulin","20082009",2009-04-16,48.7,0.8571,0.75,1,7,4,9,1,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.247526359059888,-0.681473915202124,0.389367777486829,-0.0549237519368466,-0.0445797786554072,1
"576","playoff_game","CBJ","Steve.Mason","20082009",2009-04-16,46.4,0.7143,1,0.9231,5,8,13,2,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.642461925802385,0.637052169595752,-1.00759444465226,-1.30991922524857,-1.0130042008589,1
"577","playoff_game","CGY","Miikka.Kiprusoff","20082009",2009-04-16,48.7,0.5,0.8571,1,3,7,12,2,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.330035145413183,-0.442579351603717,-1.40455666679136,-1.86911811866352,-1.51710087298189,21
"578","playoff_game","CAR","Cam.Ward","20082009",2009-04-17,48.3,1,1,1,7,7,12,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.330035145413183,0.557420648396283,1.38936777748683,2.82835226247987,2.2768235712963,22
"579","playoff_game","VAN","Roberto.Luongo","20082009",2009-04-17,43.8,1,1,1,10,3,10,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.275029287844319,0.238894563598407,1.98481111069547,3.42292460566876,2.4987349621382,14
"580","playoff_game","PHI","Martin.Biron","20082009",2009-04-17,68.6,1,0.9286,1,11,14,15,0,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.412543931766479,0.114841296792566,2.18329222176502,2.37085491281988,2.71067745032406,24
"581","playoff_game","PIT","Marc-Andre.Fleury","20082009",2009-04-17,68.6,1,0.8,1,12,5,17,0,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.467549789335343,-0.601842394002655,2.38177333283456,1.96572658440285,2.24748072816725,27
"582","playoff_game","N.J","Martin.Brodeur","20082009",2009-04-17,48.3,1,1,0.9167,4,9,12,0,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.669964854586817,0.716683690795221,0.793924444278188,1.04427736706409,0.840643280486593,27
"583","playoff_game","STL","Chris.Mason","20082009",2009-04-17,43.8,0.6,1,1,3,9,7,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.192520501491024,0.716683690795221,-1.40455666679136,-0.678565033568649,-0.495352474505114,8
"584","playoff_game","DET","Chris.Osgood","20082009",2009-04-18,39.5,1,1,1,7,3,7,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.192520501491024,0.238894563598407,1.38936777748683,2.76574608998926,1.82078284257626,30
"585","playoff_game","NYR","Henrik.Lundqvist","20082009",2009-04-18,43.1,1,1,1,8,7,12,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.330035145413183,0.557420648396283,1.58784888855638,3.44589978983644,2.47530468236584,25
"586","playoff_game","CHI","Nikolai.Khabibulin","20082009",2009-04-18,46.5,1,1,1,4,12,9,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.247526359059888,0.955578254393628,0.793924444278188,2.57681168739575,1.9970290577317,2
"587","playoff_game","MTL","Jaroslav.Halak","20082009",2009-04-18,13.5,1,NA,NA,2,0,0,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0,0,0.396962222139094,1.76427654284042,0.396962222139094,3
"588","playoff_game","BOS","Tim.Thomas","20082009",2009-04-18,44,1,1,0.9,11,4,10,0,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.724970712155681,0.318526084797876,2.18329222176502,2.42297399237347,1.77684759440721,9
"589","playoff_game","CBJ","Steve.Mason","20082009",2009-04-18,39.5,1,0.8,1,5,5,15,0,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.412543931766479,-0.601842394002655,0.992405555347735,1.21990950852389,0.803107093111559,2
"590","playoff_game","WSH","Semyon.Varlamov","20082009",2009-04-18,43.1,0.75,1,1,3,3,10,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.275029287844319,0.238894563598407,-0.404556666791359,0.152251301138795,0.109367184651368,1
"591","playoff_game","CGY","Miikka.Kiprusoff","20082009",2009-04-18,46.5,0.8,1,1,8,4,14,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.385041002982047,0.318526084797876,-0.412151111443624,0.376020614627483,0.2914159763363,22
"592","playoff_game","MTL","Carey.Price","20082009",2009-04-18,30.4,0.75,0.8333,1,4,6,3,1,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.0825087863532958,-0.522210872803186,-0.206075555721812,-1.2745611358652,-0.645777642171702,13
"593","playoff_game","STL","Chris.Mason","20082009",2009-04-19,41.1,1,1,1,5,8,6,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.165017572706592,0.637052169595752,0.992405555347735,2.61967196737238,1.79447529765008,9
"594","playoff_game","ANA","Jonas.Hiller","20082009",2009-04-19,42.2,0.9091,1,0.9091,10,6,11,1,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.697467783371249,0.477789127196814,0.98481111069547,1.08786604908204,0.765132454521036,2
"595","playoff_game","PHI","Martin.Biron","20082009",2009-04-19,39.1,1,0.875,0.8889,6,8,9,0,1,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.752473640940112,-0.362947830404248,1.19088666641728,0.115803368398346,0.0754651950729219,25
"596","playoff_game","N.J","Martin.Brodeur","20082009",2009-04-19,45.8,0.7143,1,1,5,7,7,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.192520501491024,0.557420648396283,-1.00759444465226,-0.337537067377674,-0.257653294764958,28
"597","playoff_game","VAN","Roberto.Luongo","20082009",2009-04-19,41.1,0.75,0.8571,1,4,7,8,1,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.220023430275456,-0.442579351603717,-0.206075555721812,-0.625739382554851,-0.428631477050073,15
"598","playoff_game","CAR","Cam.Ward","20082009",2009-04-19,45.8,0.5714,1,1,4,8,11,3,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.302532216628751,0.637052169595752,-2.20607555572181,-1.65915873733272,-1.26649116949731,23
"599","playoff_game","S.J","Evgeni.Nabokov","20082009",2009-04-19,42.2,0.8333,0.8889,1,6,9,1,1,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.0275029287844319,-0.283316309204779,0.190886666417282,-0.0923128635114663,-0.0649267140030646,28
"600","playoff_game","PIT","Marc-Andre.Fleury","20082009",2009-04-19,39.1,0.4,1,1,2,4,7,3,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.192520501491024,0.318526084797876,-2.60303777786091,-3.21021666225883,-2.09199119157201,28
"601","playoff_game","WSH","Semyon.Varlamov","20082009",2009-04-20,36.8,1,1,1,8,4,9,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.247526359059888,0.318526084797876,1.58784888855638,3.51179565067523,2.15390133241414,2
"602","playoff_game","CGY","Miikka.Kiprusoff","20082009",2009-04-20,42.6,0.9091,1,1,10,6,11,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.302532216628751,0.477789127196814,0.98481111069547,2.48610204862118,1.76513245452104,23
"603","playoff_game","BOS","Tim.Thomas","20082009",2009-04-20,51.6,1,0.75,0.9091,9,4,11,0,1,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.697467783371249,-0.681473915202124,1.78632999962592,0.473707326805292,0.407388301052551,10
"604","playoff_game","NYR","Henrik.Lundqvist","20082009",2009-04-20,36.8,0.8,1,1,8,5,7,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.192520501491024,0.398157605997345,-0.412151111443624,0.291076623985997,0.178526996044745,26
"605","playoff_game","MTL","Carey.Price","20082009",2009-04-20,51.6,0.6,0.9,1,4,10,10,2,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.275029287844319,-0.20368478800531,-1.20607555572181,-1.31945471614279,-1.1347310558828,14
"606","playoff_game","CHI","Nikolai.Khabibulin","20082009",2009-04-20,42.6,0.6667,0.8571,1,7,7,8,3,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.220023430275456,-0.442579351603717,-1.61063222251317,-2.58195513217103,-1.83318814384143,3
"607","playoff_game","DET","Chris.Osgood","20082009",2009-04-21,48.5,1,1,1,11,6,8,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.220023430275456,0.477789127196814,2.18329222176502,3.56425333513891,2.88110477923729,31
"608","playoff_game","PIT","Marc-Andre.Fleury","20082009",2009-04-21,37.1,0.875,1,1,7,8,8,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.220023430275456,0.637052169595752,0.389367777486829,2.0158113919537,1.24644337735804,29
"609","playoff_game","ANA","Jonas.Hiller","20082009",2009-04-21,46,0.8333,1,1,5,7,10,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.275029287844319,0.557420648396283,-0.00759444465226489,1.07589846728914,0.824855491588338,3
"610","playoff_game","VAN","Roberto.Luongo","20082009",2009-04-21,61.1,0.8571,1,1,12,10,14,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.385041002982047,0.79631521199469,0.381773332834564,1.5349880993237,1.5631295478113,16
"611","playoff_game","S.J","Evgeni.Nabokov","20082009",2009-04-21,46,1,0.7143,1,11,7,7,0,2,0,0.801518888930453,0.920368478800531,0.972497071215568,0.192520501491024,-1.44257935160372,2.18329222176502,1.21726091954651,0.933233371652324,29
"612","playoff_game","STL","Chris.Mason","20082009",2009-04-21,61.1,0.8182,1,0.875,9,8,8,2,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.779976569724544,0.637052169595752,-0.213670000374077,-0.350174534045371,-0.356594400502869,10
"613","playoff_game","N.J","Martin.Brodeur","20082009",2009-04-21,46,0.6,1,1,6,7,18,4,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.495052718119775,0.557420648396283,-2.80911333358272,-2.29126952226086,-1.75663996706666,29
"614","playoff_game","PHI","Martin.Biron","20082009",2009-04-21,37.1,0.6,1,1,3,2,10,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.275029287844319,0.159263042398938,-1.40455666679136,-1.56916065209936,-0.970264336548101,26
"615","playoff_game","CAR","Cam.Ward","20082009",2009-04-21,46,0.5714,1,1,4,6,11,3,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.302532216628751,0.477789127196814,-2.20607555572181,-1.85967940682119,-1.42575421189625,24
"616","playoff_game","CBJ","Steve.Mason","20082009",2009-04-21,48.5,0.3333,0.8333,1,2,6,10,2,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.275029287844319,-0.522210872803186,-1.60303777786091,-2.28893117049869,-1.85021936281977,3
"617","playoff_game","NYR","Henrik.Lundqvist","20082009",2009-04-22,43.3,1,0.9231,1,8,13,6,0,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.165017572706592,0.0352097755930973,1.58784888855638,2.47770379241025,1.78807623685607,27
"618","playoff_game","BOS","Tim.Thomas","20082009",2009-04-22,41.3,1,1,0.9231,4,2,13,0,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.642461925802385,0.159263042398938,0.793924444278188,0.451417279721174,0.310725560874741,11
"619","playoff_game","CGY","Miikka.Kiprusoff","20082009",2009-04-22,52.6,0.6667,1,1,4,4,17,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.467549789335343,0.318526084797876,-1.20607555572181,-0.479087089264554,-0.419999681588593,24
"620","playoff_game","WSH","Semyon.Varlamov","20082009",2009-04-22,43.3,0.8333,1,0.8333,5,4,6,1,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.834982427293408,0.318526084797876,-0.00759444465226489,-0.726167372491174,-0.524050787147797,3
"621","playoff_game","CHI","Nikolai.Khabibulin","20082009",2009-04-22,52.6,0.4,1,0.9231,2,6,13,3,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.642461925802385,0.477789127196814,-2.60303777786091,-3.15708430775644,-2.76771057646648,4
"622","playoff_game","MTL","Carey.Price","20082009",2009-04-22,41.3,0.6,0.8,1,5,10,8,2,2,0,0.801518888930453,0.920368478800531,0.972497071215568,0.220023430275456,-1.20368478800531,-1.00759444465226,-2.89286557246797,-1.99125580238212,15
"623","playoff_game","CAR","Cam.Ward","20082009",2009-04-23,42.3,1,1,1,8,13,6,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.165017572706592,1.0352097755931,1.58784888855638,3.9547180664625,2.78807623685607,25
"624","playoff_game","ANA","Jonas.Hiller","20082009",2009-04-23,47.2,1,1,1,5,6,12,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.330035145413183,0.477789127196814,0.992405555347735,2.2884277474039,1.80022982795773,4
"625","playoff_game","N.J","Martin.Brodeur","20082009",2009-04-23,42.3,1,1,1,9,11,10,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.275029287844319,0.875946733194159,1.78632999962592,4.16639151867291,2.9373060206644,30
"626","playoff_game","PHI","Martin.Biron","20082009",2009-04-23,44.3,1,1,1,3,5,11,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.302532216628751,0.398157605997345,0.595443333208641,1.75548508690935,1.29613315583474,27
"627","playoff_game","CBJ","Steve.Mason","20082009",2009-04-23,50.3,0.5,1,1,3,11,15,3,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.412543931766479,0.875946733194159,-2.40455666679136,-1.33129145347601,-1.11606600183072,4
"628","playoff_game","DET","Chris.Osgood","20082009",2009-04-23,50.3,0.8,0.75,1,9,4,13,2,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.357538074197615,-0.681473915202124,-0.213670000374077,-0.641279333652388,-0.537605841378585,32
"629","playoff_game","PIT","Marc-Andre.Fleury","20082009",2009-04-23,44.3,0.6667,0.6667,0.9333,3,3,15,1,1,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.587456068233521,-0.761105436401593,-0.404556666791359,-2.3744264172819,-1.75311817142647,30
"630","playoff_game","S.J","Evgeni.Nabokov","20082009",2009-04-23,47.2,0.625,1,1,5,7,5,3,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.13751464392216,0.557420648396283,-2.00759444465226,-1.66863451567859,-1.31265915233382,30
"631","playoff_game","WSH","Semyon.Varlamov","20082009",2009-04-24,37.6,1,1,1,2,3,8,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.220023430275456,0.238894563598407,0.396962222139094,1.36576630214834,0.855880216012957,4
"632","playoff_game","NYR","Stephen.Valiquette","20082009",2009-04-24,8.5,1,1,1,1,1,1,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.0275029287844319,0.079631521199469,0.198481111069547,2.15728631331846,0.305615561053448,2
"633","playoff_game","NYR","Henrik.Lundqvist","20082009",2009-04-24,29.1,0.6667,1,0.6,2,3,5,1,0,2,0.801518888930453,0.920368478800531,0.972497071215568,-1.86248535607784,0.238894563598407,-0.603037777860906,-4.59098674296977,-2.22662857034034,28
"634","playoff_game","ANA","Jonas.Hiller","20082009",2009-04-25,55.6,0.9231,1,1,24,5,9,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.247526359059888,0.398157605997345,2.76354666566913,3.67902586049607,3.40923063072636,5
"635","playoff_game","CHI","Nikolai.Khabibulin","20082009",2009-04-25,44.9,0.6667,1,1,2,5,9,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.247526359059888,0.398157605997345,-0.603037777860906,0.0569882234249355,0.0426461871963267,5
"636","playoff_game","S.J","Evgeni.Nabokov","20082009",2009-04-25,55.6,1,0.6667,0.9,9,3,10,0,1,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.724970712155681,-0.761105436401593,1.78632999962592,0.324014947196385,0.30025385106865,31
"637","playoff_game","PIT","Marc-Andre.Fleury","20082009",2009-04-25,46.9,0.8571,0.8889,1,7,9,4,1,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.110011715137728,-0.283316309204779,0.389367777486829,0.276413454268373,0.216063183419778,31
"638","playoff_game","CGY","Curtis.McElhinney","20082009",2009-04-25,24.2,1,1,0.6667,2,4,3,0,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.917491213646704,0.318526084797876,0.396962222139094,-0.50083365299934,-0.202002906709734,1
"639","playoff_game","PHI","Martin.Biron","20082009",2009-04-25,46.9,0.8889,1,0.8333,8,3,12,1,0,2,0.801518888930453,0.920368478800531,0.972497071215568,-1.66996485458682,0.238894563598407,0.587848888556376,-1.07874806281284,-0.843221402432033,28
"640","playoff_game","CGY","Miikka.Kiprusoff","20082009",2009-04-25,20.7,0.25,1,1,1,4,2,3,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.0550058575688639,0.318526084797876,-2.80151888893045,-7.03764332337308,-2.42798694656371,25
"641","playoff_game","CAR","Cam.Ward","20082009",2009-04-26,44.6,1,1,1,9,5,11,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.302532216628751,0.398157605997345,1.78632999962592,3.34576657702065,2.48701982225202,26
"642","playoff_game","NYR","Stephen.Valiquette","20082009",2009-04-26,13.2,NA,1,1,0,1,1,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.0275029287844319,0.079631521199469,0,0.486974772654095,0.107134449983901,3
"643","playoff_game","WSH","Semyon.Varlamov","20082009",2009-04-26,42,1,1,0.9167,7,1,12,0,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.669964854586817,0.079631521199469,1.38936777748683,1.14147777728497,0.799034444099482,5
"644","playoff_game","N.J","Martin.Brodeur","20082009",2009-04-26,44.6,0.6667,0.8889,1,5,9,11,2,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.302532216628751,-0.283316309204779,-1.00759444465226,-1.3296572249708,-0.988378537228292,31
"645","playoff_game","NYR","Henrik.Lundqvist","20082009",2009-04-26,28.8,0.75,0.75,1,7,4,4,2,1,0,0.801518888930453,0.920368478800531,0.972497071215568,0.110011715137728,-0.681473915202124,-0.610632222513171,-2.46269671370326,-1.18209442257757,29
"646","playoff_game","ANA","Jonas.Hiller","20082009",2009-04-27,45.9,1,1,1,5,8,12,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.330035145413183,0.637052169595752,0.992405555347735,2.56142858870153,1.95949287035667,6
"647","playoff_game","CHI","Nikolai.Khabibulin","20082009",2009-04-27,50.2,1,1,0.9474,11,8,19,0,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.477444353095793,0.637052169595752,2.18329222176502,2.80027893019718,2.34290003826498,6
"648","playoff_game","CGY","Miikka.Kiprusoff","20082009",2009-04-27,50.2,0.75,1,1,3,6,3,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.0825087863532958,0.477789127196814,-0.404556666791359,0.186144916444722,0.155741246758751,26
"649","playoff_game","S.J","Evgeni.Nabokov","20082009",2009-04-27,45.9,1,0.75,0.9286,6,4,14,0,1,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.614958997017953,-0.681473915202124,1.19088666641728,-0.137968948761823,-0.105546245802794,32
"650","playoff_game","CAR","Cam.Ward","20082009",2009-04-28,44.6,0.6667,1,1,4,7,13,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.357538074197615,0.557420648396283,-1.20607555572181,-0.391636995239345,-0.291116833127913,27
"651","playoff_game","WSH","Semyon.Varlamov","20082009",2009-04-28,54.5,0.75,1,1,3,6,2,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.0550058575688639,0.477789127196814,-0.404556666791359,0.141179799604755,0.128238317974319,6
"652","playoff_game","NYR","Henrik.Lundqvist","20082009",2009-04-28,54.5,0.875,1,0.8571,7,5,7,1,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.807479498508976,0.398157605997345,0.389367777486829,-0.0219678330548279,-0.019954115024802,30
"653","playoff_game","N.J","Martin.Brodeur","20082009",2009-04-28,44.6,0.75,0.9,0.8,4,10,10,1,1,2,0.801518888930453,0.920368478800531,0.972497071215568,-1.72497071215568,-0.20368478800531,-0.206075555721812,-2.87183550118763,-2.1347310558828,32
"654","playoff_game","VAN","Roberto.Luongo","20082009",2009-04-30,42,0.7778,1,1,7,5,9,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.247526359059888,0.398157605997345,-0.610632222513171,0.0500739179200884,0.0350517425440618,17
"655","playoff_game","CHI","Nikolai.Khabibulin","20082009",2009-04-30,42,0.5,1,1,3,7,5,3,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.13751464392216,0.557420648396283,-2.40455666679136,-2.44231624924702,-1.70962137447292,7
"656","playoff_game","ANA","Jonas.Hiller","20082009",2009-05-01,41.4,0.75,1,1,3,8,10,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.275029287844319,0.637052169595752,-0.404556666791359,0.735543174853207,0.507524790648713,7
"657","playoff_game","BOS","Tim.Thomas","20082009",2009-05-01,50.2,0.8889,1,1,8,5,7,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.192520501491024,0.398157605997345,0.587848888556376,1.40859800324073,1.17852699604475,12
"658","playoff_game","DET","Chris.Osgood","20082009",2009-05-01,41.4,1,1,0.9167,4,4,12,0,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.669964854586817,0.318526084797876,0.793924444278188,0.641283586216301,0.442485674489248,33
"659","playoff_game","CAR","Cam.Ward","20082009",2009-05-01,50.2,0.75,0.8,0.8,7,5,5,2,1,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.86248535607784,-0.601842394002655,-0.610632222513171,-2.48003183975339,-2.07495997259367,28
"660","playoff_game","CHI","Nikolai.Khabibulin","20082009",2009-05-02,38.7,1,1,1,5,2,6,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.165017572706592,0.159263042398938,0.992405555347735,2.04137390767948,1.31668617045326,8
"661","playoff_game","WSH","Semyon.Varlamov","20082009",2009-05-02,45.5,1,0.9091,0.9,9,11,10,0,1,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.724970712155681,-0.124053266805841,1.78632999962592,1.23600793933767,0.937306020664402,7
"662","playoff_game","PIT","Marc-Andre.Fleury","20082009",2009-05-02,45.5,0.7143,1,1,5,3,12,2,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.330035145413183,0.238894563598407,-1.00759444465226,-0.578458992053637,-0.438664735640674,32
"663","playoff_game","VAN","Roberto.Luongo","20082009",2009-05-02,38.7,0.7,1,1,7,7,5,3,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.13751464392216,0.557420648396283,-1.61063222251317,-1.4196851630926,-0.915696930194728,18
"664","playoff_game","CAR","Cam.Ward","20082009",2009-05-03,49.7,1,1,1,8,8,13,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.357538074197615,0.637052169595752,1.58784888855638,3.1176327553518,2.58243913234974,29
"665","playoff_game","ANA","Jonas.Hiller","20082009",2009-05-03,89.8,1,0.8571,1,9,14,34,0,2,0,0.801518888930453,0.920368478800531,0.972497071215568,0.935099578670686,-0.885158703207434,1.78632999962592,1.22690704348943,1.83627087508918,8
"666","playoff_game","BOS","Tim.Thomas","20082009",2009-05-03,49.7,1,1,0.9412,4,2,17,0,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.532450210664657,0.159263042398938,0.793924444278188,0.507932325165959,0.420737276012469,13
"667","playoff_game","DET","Chris.Osgood","20082009",2009-05-03,89.8,0.8889,1,0.9286,8,17,14,1,0,1,0.801518888930453,0.920368478800531,0.972497071215568,-0.614958997017953,1.35373586039097,0.587848888556376,0.886386916656613,1.3266257519294,34
"668","playoff_game","WSH","Semyon.Varlamov","20082009",2009-05-04,42.4,0.75,1,1,3,13,7,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.192520501491024,1.0352097755931,-0.404556666791359,1.16486831645202,0.823173610292762,8
"669","playoff_game","PIT","Marc-Andre.Fleury","20082009",2009-05-04,42.4,0.875,0.6667,1,9,6,10,1,2,0,0.801518888930453,0.920368478800531,0.972497071215568,0.275029287844319,-1.52221087280319,0.786329999625923,-0.652148469810769,-0.460851585332943,33
"670","playoff_game","VAN","Roberto.Luongo","20082009",2009-05-05,40.2,1,1,1,3,5,8,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.220023430275456,0.398157605997345,0.595443333208641,1.81137965594245,1.21362436948144,19
"671","playoff_game","ANA","Jonas.Hiller","20082009",2009-05-05,41.1,1,1,1,7,7,14,0,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.385041002982047,0.557420648396283,1.38936777748683,3.40413055308782,2.33182942886516,9
"672","playoff_game","DET","Chris.Osgood","20082009",2009-05-05,41.1,0.8,NA,1,4,0,9,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.247526359059888,0,-0.206075555721812,0.0605121216614242,0.0414508033380756,35
"673","playoff_game","CHI","Nikolai.Khabibulin","20082009",2009-05-05,40.2,0.875,1,1,7,1,4,1,0,0,0.801518888930453,0.920368478800531,0.972497071215568,0.110011715137728,0.079631521199469,0.389367777486829,0.864195543020934,0.579011013824026,9
